node,Proportional,Uniform
1109,918.1686,1192.8834
1110,1006.6464,1180.4994
1111,498.1825,550.7607
1112,1040.7877,1195.7158
1113,341.8919,409.2212
1114,1019.6482,1288.8446
1115,894.1554,1113.3755
1116,658.3330,784.6297
1117,1122.9390,1321.9539
1118,1192.6121,1410.5194
1119,1573.7609,1966.6891
1120,939.7444,1209.8173
1121,1613.3862,1999.2743
1122,884.9949,1149.1470
1123,699.6190,943.9424
1124,2615.9245,3131.2938
1125,1259.0198,1729.8542
1126,545.1455,755.4069
1127,915.0427,1210.8512
1128,1573.0610,1914.7293
1129,617.8645,787.1451
1130,926.7229,1306.6756
1131,742.0447,1069.8633
1132,752.3205,991.2964
1133,461.3408,582.4202
1134,685.8638,911.2737
1135,435.2556,629.0106
1136,437.8423,551.0474
1137,580.5199,802.7941
1138,301.6478,425.0860
1139,373.1947,550.0985
1140,573.0582,755.4650
1141,707.9615,864.8174
1142,150.0007,204.6432
1143,355.8688,503.1641
1144,652.7417,723.8997
1145,537.7610,739.3728
1146,196.9015,314.8555
1147,2236.5066,3215.2055
1148,671.5931,849.3642
1149,915.4763,1417.0175
1150,151.9899,236.1100
1151,926.9347,1275.0902
1152,503.6035,722.6209
1153,289.1185,393.4285
1155,400.3304,550.6459
1156,569.2792,833.9414
1157,187.8294,283.3931
1158,1011.1252,1650.7952
1159,384.5818,551.0616
1160,160.6897,299.0554
1161,76.0616,125.9499
1162,154.4144,251.8888
1163,1969.3617,2558.6798
1164,571.3627,1069.8978
1165,345.7481,488.0696
1166,103.9084,188.8822
1167,514.5430,912.8102
1168,276.1269,440.8064
1169,290.5869,456.5132
1170,693.2184,1145.8459
1171,287.8721,738.9549
1172,329.1967,659.7525
1173,199.2619,471.5114
1174,512.1328,1366.7988
1175,2631.9051,4659.7813
1176,655.9159,1776.3620
1177,556.4795,1085.1307
1178,225.2403,424.5213
1179,286.3867,534.4468
1180,1774.4367,3517.9193
1181,849.0524,1681.3485
1182,1235.2681,1351.9072
1183,857.4094,1147.8479
1184,323.1136,518.8171
1185,488.6497,660.2000
1186,1863.2466,3869.3570
1187,1396.5063,1712.9691
1188,843.7949,1492.6574
1189,1960.1721,3559.7756
1190,1819.3467,3721.7297
1191,1980.9838,2936.9388
1192,1864.3498,3106.8422
1194,2082.6452,3438.2902
1195,995.9004,1287.8129
1196,767.4775,1336.0745
1197,562.0572,912.8036
1198,832.4425,1541.2538
1199,595.2766,1164.1937
1200,254.1200,471.0532
1201,312.4327,503.6718
1202,142.1771,314.7109
1203,223.9144,456.3852
1204,256.2280,455.6494
1205,242.1420,471.5540
1206,609.1980,991.5711
1207,492.8774,928.2781
1208,707.3678,959.8906
1209,366.3241,597.9684
1210,512.2640,1494.0449
1211,383.9666,818.1396
1212,645.9744,912.4574
1213,599.6919,802.3042
1214,563.9170,865.1592
1215,669.3520,818.0191
1216,532.2877,629.0926
1217,582.2864,597.5433
1218,666.7533,817.8080
1219,406.8705,1082.4937
1220,278.5055,705.5602
1221,318.5587,955.7632
1222,305.7400,829.3639
1223,471.9226,970.5549
1224,364.7861,1096.6428
1226,767.4141,1125.9186
1227,1391.0793,2855.1894
1228,1020.6566,2789.3842
1229,342.1667,1159.0686
1230,774.7399,1551.6926
1231,1081.1331,2305.8853
1232,780.4087,1646.3656
1233,1061.3884,1533.1268
1234,2888.6886,3824.3943
1235,1515.6116,2049.6811
1236,1806.8839,2139.6989
1237,3464.4872,4313.3018
1238,1840.3583,2439.1947
1239,996.9600,1250.4348
1240,1098.9423,1249.6085
1241,1394.1846,2619.9714
1242,1915.9405,2450.5609
1244,1588.6385,2180.3972
1250,936.4828,451.7399
1251,1176.2264,980.4984
1253,9678.0649,13265.9985
1254,2033.5457,3311.8512
1257,14691.3314,14412.8396
1258,2306.0204,4904.9252
1259,2220.1900,2534.2336
1260,720.3575,1180.0964
1261,1285.4406,3010.5319
1262,3084.3951,7512.7915
1265,1902.6438,4675.8723
1266,971.9836,2925.6951
1267,1014.2369,3470.6193
1268,737.0829,1914.7675
1269,533.8115,1624.2744
1270,270.1600,711.9302
1271,161.8993,526.5994
1272,704.1969,1606.8576
1273,1337.6174,4185.3397
1274,1608.9950,5520.9599
1275,4071.0724,6373.7996
1277,1010.7347,3052.4164
1278,313.6295,1210.8210
1279,135.3941,326.4793
1280,466.8747,1660.2291
1281,775.1531,2000.4032
1282,684.4332,1691.4561
1283,417.0926,901.2374
1284,243.1791,528.7342
1285,1158.2545,3237.9971
1286,172.5651,463.8985
1287,349.6275,925.9079
1288,507.0543,1444.2566
1289,830.8448,2029.8447
1290,346.5283,693.5883
1291,2634.3329,3955.9434
1292,416.9342,1207.6606
1293,107.4512,418.6425
1294,211.2005,605.3168
1295,451.5114,1274.7181
1296,731.9666,1491.6309
1297,596.1788,1396.0280
1298,321.2045,773.5323
1299,869.3982,1353.2067
1300,987.2513,1319.5414
1301,721.1544,1612.2413
1302,235.1378,605.4930
1303,477.0799,855.3560
1304,84.5260,326.1964
1305,178.7297,590.5212
1306,516.5455,1151.1948
1307,345.3752,1167.7789
1308,162.5745,436.1426
1309,246.9208,763.3576
1310,317.7915,979.2332
1311,486.7925,1647.3606
1312,655.1354,2115.3212
1313,511.1375,1624.0324
1314,277.9148,1022.9107
1315,83.4764,217.3142
1316,255.6854,697.8066
1317,131.3981,341.5934
1318,111.1492,372.2577
1319,59.1989,201.6421
1320,102.3629,356.4484
1321,301.1481,805.3011
1322,213.1588,557.2098
1323,304.4404,1035.5127
1324,216.3071,587.1551
1325,123.3421,293.3577
1326,312.6540,724.6521
1327,551.1102,1465.6864
1328,120.3506,415.9854
1329,231.6418,725.1149
1330,509.7235,1019.4705
1331,352.3004,850.0166
1332,390.7101,865.0349
1333,870.2565,1634.3044
1334,852.0374,1676.3925
1335,1876.3203,2115.4163
1336,1191.1646,2095.4946
1337,611.1932,1266.7913
1338,392.3072,867.4597
1339,442.2554,1088.0209
1341,1046.2324,2676.5636
1342,408.4949,1222.0384
1343,351.1190,483.3138
1344,574.8036,1263.4735
1345,332.8588,999.4334
1346,305.5553,936.8947
1347,781.5871,1371.7653
1348,232.5377,498.6069
1349,302.1174,842.3432
1350,445.4903,515.0202
1351,319.0422,718.4554
1352,296.9871,578.2050
1353,143.9340,406.7334
1354,169.4107,563.4289
1355,471.2766,1111.7054
1356,265.2888,986.9077
1357,584.8640,920.0200
1358,1176.6720,1669.3974
1359,644.3745,921.4177
1360,135.7306,390.8265
1361,153.5005,672.4541
1362,81.9705,234.5844
1363,158.0593,359.8330
1364,47.1780,234.7332
1365,95.5401,438.3045
1366,114.9738,344.4703
1367,307.2561,877.3000
1368,644.0044,1940.7383
1369,358.9993,1457.2306
1370,389.4117,1110.0745
1371,198.6337,578.5957
1372,1341.1262,4228.5199
1373,178.7568,404.9474
1374,101.9356,233.5121
1375,799.6703,1728.8727
1376,1162.2680,2104.9276
1377,711.9812,1419.5721
1378,574.7331,1045.4843
1379,488.6733,937.0591
1380,151.4412,265.9091
1381,249.4125,359.6148
1382,347.8132,500.5457
1383,903.2242,1546.7152
1384,111.8569,171.9872
1385,235.3532,516.4544
1386,267.4324,406.8243
1387,641.1262,1158.9585
1388,371.6865,563.5516
1389,1824.9732,3088.2919
1390,253.5281,871.7193
1391,230.2313,716.7231
1392,704.0647,1464.6298
1393,389.8274,795.1051
1394,343.0115,873.5784
1395,130.7044,312.1890
1396,750.5440,2193.3669
1397,195.1404,499.7683
1398,208.2155,468.8754
1400,291.0856,936.7199
1401,201.7809,422.0177
1402,230.0786,610.1397
1403,374.8031,640.9078
1404,240.3901,531.8614
1405,283.2546,328.5245
1406,709.6379,1159.3522
1407,864.4129,1690.5066
1408,598.8173,953.0458
1409,90.0894,187.5652
1410,181.2100,609.4066
1411,354.2084,715.8018
1412,257.3494,920.0568
1413,76.1280,218.1465
1414,183.9696,685.7093
1415,227.8976,716.0005
1416,139.0752,451.0470
1417,296.7951,776.4068
1418,709.6915,1581.3418
1419,486.6809,1191.2985
1420,104.1833,200.8285
1421,231.6467,820.7957
1422,920.3912,1738.9356
1423,5068.7594,4758.6662
1424,347.4126,568.7776
1425,671.7795,1047.0607
1426,4832.3807,4204.5041
1427,376.3017,614.1692
1428,146.6107,276.8539
1429,337.6047,646.8452
1430,841.8055,1685.2062
1431,595.0232,1239.8690
1432,802.5765,2046.9026
1433,173.1877,636.3605
1434,350.7169,1104.6956
1435,306.5067,1046.1176
1436,369.1022,1313.4693
1437,418.1779,1548.3662
1438,657.3628,1547.8585
1439,210.2464,687.4827
1440,453.4343,1292.8789
1441,54.2324,218.2016
1442,252.6005,778.1507
1443,566.3630,893.1718
1444,514.4291,813.8241
1445,614.0170,1245.1154
1446,605.8427,1214.1592
1447,327.4439,810.1337
1448,803.2404,1483.9498
1449,392.9101,1077.0619
1450,345.4870,985.1084
1451,115.5368,233.9755
1452,209.0547,499.0236
1453,296.3517,685.5387
1454,169.6709,747.1399
1455,187.9447,404.1258
1456,584.9166,1258.9245
1457,405.1307,807.2468
1458,804.9066,1673.9766
1459,646.5561,1361.2205
1460,416.2311,864.4441
1461,669.4700,1202.9791
1462,559.0257,1050.7697
1463,401.0540,944.0529
1464,1300.6364,2131.8475
1465,170.1893,651.1140
1466,298.4433,558.3034
1467,45.1401,155.3172
1468,245.7276,963.9167
1469,116.2864,326.4612
1470,157.9891,388.1208
1471,310.7001,792.4540
1472,605.0746,1612.1234
1473,84.4447,374.7601
1474,160.2697,436.7463
1475,158.7209,546.4390
1476,296.7045,1091.2496
1477,160.3274,451.9971
1478,153.4815,358.2682
1479,343.0634,778.2383
1480,94.3178,153.7623
1481,53.3230,107.5835
1482,482.3609,925.5019
1483,201.7640,416.5452
1484,86.5816,231.8411
1485,2278.3288,4887.9935
1486,321.8241,788.6766
1487,311.3441,679.8435
1488,453.8825,991.0369
1489,1171.6041,3025.8371
1490,684.8989,1957.9055
1491,379.4017,1042.0592
1492,120.3382,467.3692
1493,135.4623,452.3584
1494,264.1516,1014.5316
1495,90.5253,343.3838
1496,147.5714,484.1769
1497,928.9224,2961.7614
1498,1131.6814,2597.9585
1499,1316.4643,2314.8382
1500,797.1003,2672.1459
1502,10865.5371,5897.1349
1503,8377.4897,4580.2054
1505,359.9526,689.4309
1506,514.6870,441.4920
1507,163.7603,184.0102
1508,399.1655,987.6935
1509,37107.2158,16861.6159
1510,4800.9452,2691.4353
1511,9243.0015,5339.8178
1512,243.7594,306.4717
1513,1159.6931,3107.8516
1514,178.6362,170.1829
