node,Proportional,Uniform
255,272.0698,331.8547
256,265.1415,326.3524
257,349.0245,433.4301
258,281.6336,336.4924
259,428.2733,528.1971
260,477.5427,578.9372
261,184.7651,224.7212
262,349.2920,429.2370
263,499.3257,607.9066
264,264.4194,325.5216
265,586.2786,685.0260
266,1128.0779,1258.9667
267,367.5473,442.3047
268,277.7605,337.9685
269,783.8146,905.5857
270,425.4054,514.9685
271,317.1984,384.5873
272,336.6527,411.0495
273,503.6790,609.0862
274,174.7292,212.0449
275,234.0595,281.9241
276,330.8295,392.6709
277,316.4318,379.5117
278,655.7206,792.2808
279,315.2784,383.8825
280,174.4334,212.1146
281,618.3156,708.7537
282,141.4719,169.3630
283,1326.8326,1593.3281
284,308.4185,371.9532
285,366.2608,440.8313
286,463.4521,535.9709
287,418.4016,505.0413
288,170.4608,190.4903
289,456.5279,553.2377
290,453.2715,544.0744
291,205.1505,239.8079
292,108.5178,127.1399
293,142.1421,169.5852
294,940.4187,1106.7244
295,1187.0916,1362.9813
296,502.9198,608.5122
297,523.1071,619.1483
298,519.8872,619.0313
299,12.1793,13.5420
300,334.9864,371.4737
301,489.0783,549.2084
302,381.5021,456.7119
303,335.2446,370.2490
304,476.4324,569.7563
305,1263.0324,1424.9849
306,135.9757,148.0754
307,172.8607,188.9753
308,268.4231,317.2822
309,990.1224,1105.2811
310,694.3194,772.7397
311,481.5128,571.8123
312,288.0666,303.6743
313,426.4085,511.4298
314,609.1638,718.5267
315,280.3495,318.6549
316,297.2365,346.1127
317,326.1248,385.2603
318,945.2547,1102.4367
319,699.8760,834.6051
320,343.2929,411.1828
321,546.3907,644.5234
322,225.3536,245.9481
323,465.2425,519.7185
324,555.4357,662.1431
325,944.0119,1118.2079
326,569.3375,668.8805
327,269.5028,304.1186
328,1076.7911,1214.3027
329,377.8848,453.1115
330,616.0737,675.6484
331,286.7587,336.0299
332,1414.9152,1610.7382
333,459.5614,551.0664
334,928.0172,1091.5052
335,422.3208,496.8962
336,360.7027,404.7527
337,658.8690,771.9206
338,1214.6509,1344.9771
339,678.5392,786.9705
340,501.5822,584.0362
341,699.9684,772.4197
342,304.8671,356.9060
343,893.0141,1033.7158
344,292.9406,332.8012
345,1202.3308,1334.6531
346,820.6783,964.9153
347,452.0070,536.8174
348,651.6613,764.9232
349,383.4930,442.6682
350,414.5222,476.4246
351,1131.0467,1257.8183
352,535.7274,634.7889
353,958.3920,1039.3539
354,547.5253,647.3792
355,335.6292,393.3166
356,549.0009,605.7288
357,1010.9097,1164.0992
358,495.4564,556.1968
359,403.3804,462.3465
360,614.5204,717.1251
361,1231.0305,1390.6058
362,500.9098,550.0256
363,680.6187,776.9984
364,724.5890,800.8966
365,334.9195,386.8624
366,711.2630,813.7377
367,803.1203,897.1546
368,646.7192,686.2308
369,482.8118,523.4337
370,771.6050,866.3989
371,684.9017,789.6612
372,651.6434,724.4691
373,856.2410,923.4180
374,1062.3224,1225.8981
375,531.3295,581.0971
376,684.6559,720.3189
377,909.8810,985.3015
378,1310.2321,1500.2536
379,1049.0496,1179.7809
380,712.3713,785.7996
381,463.1987,488.8130
382,577.0725,658.8906
383,1011.4177,1135.4090
384,507.3489,559.7117
385,641.6585,691.8166
386,937.7104,1057.3430
387,270.8420,299.9866
388,1079.6988,1170.5361
389,319.1528,357.5878
390,904.8693,997.9152
391,1259.0861,1338.1150
392,781.7179,866.8886
393,721.7550,796.7877
394,393.8609,416.1693
395,315.3566,302.3715
396,885.6090,971.8144
397,201.1259,201.0835
398,1146.2873,1275.1954
399,826.3284,905.2498
400,623.5573,671.8212
401,541.3788,581.0089
402,536.8731,573.1553
403,1030.0007,1113.0980
404,223.6050,215.7333
405,759.8312,823.6425
406,260.2446,244.7233
407,359.1449,358.7319
408,612.5285,667.4277
409,943.3102,1009.9259
410,521.8931,432.1106
411,632.8270,641.5345
412,923.3640,939.1714
413,346.7156,380.1527
414,435.4458,430.8827
415,386.2596,423.2297
416,633.3644,657.0690
417,692.1761,772.8466
418,388.0553,400.9741
419,889.0867,955.6573
420,606.4769,649.8637
421,1101.2351,1218.8828
422,207.8500,214.7566
423,377.6166,359.4098
424,330.5648,273.6171
425,821.7354,835.6700
426,656.5776,704.2007
427,521.3233,528.8139
428,435.7547,444.2653
429,656.6062,475.4112
430,191.1227,158.2343
431,169.3208,143.7413
432,1120.3189,1121.0276
433,1501.7115,1660.2936
434,444.6641,416.2327
435,946.1409,1027.2674
436,449.8397,443.7915
437,305.8823,299.6884
438,666.2382,691.9635
439,441.8274,344.7324
440,688.0963,669.7382
441,217.8016,200.7282
442,542.9334,528.5026
443,664.5768,503.1743
444,229.4817,186.5088
445,511.2875,535.6095
446,869.1646,825.3324
447,248.3567,229.1105
448,1013.1728,1109.4153
449,358.2345,388.7457
450,780.2621,750.1737
451,1292.0805,1383.1186
452,593.3934,459.0741
453,771.0155,849.4153
454,592.1822,529.3285
455,877.8283,851.8621
456,946.0409,1049.0769
457,671.5461,690.3580
458,558.2861,611.1890
459,291.9781,283.1243
460,528.3063,499.2528
461,379.5258,342.7692
462,590.7552,501.0744
463,993.8605,1066.7333
464,724.9673,796.4208
465,1035.2118,963.2405
466,529.2082,508.5579
467,582.1993,513.8537
468,903.8821,810.4394
469,1319.9586,1075.6249
470,348.3970,313.5514
471,383.9252,380.9991
472,992.5073,1026.9590
473,1398.0207,1492.1824
474,889.7947,971.0383
475,707.4269,639.3187
476,964.2818,1035.6513
477,1219.2532,1336.5524
478,537.9805,484.3564
479,778.8305,762.2024
480,771.8986,657.9319
481,564.9093,473.0339
482,365.0893,315.1120
483,586.8653,539.6572
484,772.8733,836.5560
485,916.9348,798.9024
486,395.9512,355.7395
487,260.0142,228.8432
488,1168.8617,1115.2237
489,1041.3018,949.1381
490,836.7130,894.6476
491,1209.3797,1062.0018
492,1314.6517,1349.2255
493,362.5838,314.2888
494,415.8413,370.1358
495,1393.5115,1504.8839
496,531.9057,483.0045
497,527.9505,458.1620
498,405.9506,357.1837
499,358.0973,313.8913
500,1412.2172,1539.4193
501,524.5453,482.2990
502,258.4410,227.9710
503,640.3376,672.0028
504,1081.6832,973.8168
505,429.4554,396.4330
506,571.3802,523.1121
507,671.7202,620.4752
508,522.4458,469.3505
509,215.2720,224.0853
510,226.6225,199.6770
511,422.9991,434.6408
512,566.4766,576.5093
513,1220.8954,1295.4489
514,194.8710,171.0986
515,1357.4086,1459.3525
516,48.1421,42.7250
517,612.1947,543.1094
518,565.9905,586.9020
519,486.4762,451.8883
520,460.2758,462.8561
521,320.0931,285.6573
522,1168.1527,1257.8679
523,412.7286,380.0054
524,638.5904,604.0378
525,518.7177,479.1401
526,838.4625,874.3662
527,678.4221,685.6685
528,803.3464,821.4005
529,733.9026,746.1319
530,537.1044,530.9998
531,544.5381,484.9886
532,1840.8079,1630.5948
533,1101.7543,952.1582
534,250.7671,314.7851
535,297.1546,371.4444
536,607.8871,739.8922
537,356.2489,443.9819
538,402.1267,502.1711
539,425.3897,527.5674
540,426.6993,531.5347
541,381.6131,472.5266
542,437.1396,540.0583
543,401.7129,499.9731
544,410.3956,503.9181
545,500.7756,626.7616
546,526.5880,657.5613
547,294.6254,373.4706
548,310.5233,388.3458
549,299.5215,372.8890
550,263.3825,329.3633
551,462.0421,576.3943
552,284.5740,358.9480
553,616.4579,776.9652
554,394.6429,489.3616
555,258.3632,329.4520
556,300.8068,373.5233
557,485.4918,523.8190
558,168.0585,188.5880
559,63.4952,72.4842
560,329.0552,363.2470
561,116.5159,130.3518
562,182.9674,203.2220
563,77.0215,86.9516
564,297.2647,291.1398
565,144.5928,159.2089
566,412.3899,448.0285
567,368.4400,363.5861
568,120.6928,130.3625
569,158.0229,173.6412
570,287.7425,304.3749
571,342.2167,348.5930
572,363.3524,377.1609
573,388.5363,405.2893
574,665.5446,496.0685
575,695.3704,736.6839
576,328.9271,276.0824
577,589.0902,509.1233
578,324.4159,261.2381
579,230.0074,188.8582
580,724.6954,539.2566
581,672.4163,553.0226
582,799.8133,623.0993
583,223.3574,188.6678
584,572.8907,520.6789
585,239.7425,217.8720
586,400.3451,389.7187
587,163.3374,130.5323
588,660.4956,553.3957
589,550.7802,547.0525
590,299.4713,245.5947
591,150.3857,145.1357
592,309.2153,302.8168
593,246.3749,232.4889
594,463.2004,347.5079
595,198.1189,188.5076
596,461.8257,361.3488
597,170.2500,174.2499
598,191.0348,173.1178
599,561.7857,390.5395
600,219.8564,232.1960
601,481.5499,375.2602
602,275.0084,273.1414
603,281.4105,245.0252
604,298.7040,374.9400
605,220.6944,274.1474
606,139.1031,173.0027
607,202.1302,259.8199
608,176.4706,231.2971
609,354.0441,461.3147
610,712.9458,905.4609
611,241.5618,317.8828
612,438.5251,576.9981
613,729.9264,934.1374
614,757.9969,962.6753
615,561.7455,735.8198
616,421.2576,547.1919
617,1020.6141,1259.4882
618,488.1881,635.6263
619,793.6908,1004.1886
620,602.3998,778.6309
621,393.1316,485.7059
622,777.6420,992.2422
623,474.8493,601.3880
624,647.6774,817.1709
625,444.3874,561.4039
626,411.5342,517.5367
627,368.7613,461.0018
628,269.2864,331.3284
629,533.9557,656.4423
630,931.9310,967.8949
631,1181.5656,934.6646
632,1268.6751,1111.2109
633,574.5678,645.5009
634,1136.7177,1068.6484
635,384.3019,410.1874
636,290.5337,322.4040
637,243.9853,217.3986
638,354.8072,395.7628
639,605.6869,539.9765
640,776.0782,685.1340
641,331.7190,351.1962
642,568.6087,540.5354
643,247.1953,278.7466
644,536.2052,540.9528
645,496.5559,494.4011
646,497.0955,541.6795
647,310.4473,318.9379
648,560.5975,582.3584
649,614.4398,550.0597
650,637.3499,641.8349
651,415.1799,450.1898
652,366.1196,379.7569
653,327.0992,350.8647
654,491.5238,526.5474
655,305.5718,334.4877
656,260.5345,277.3851
657,489.7859,521.7669
658,806.8212,620.5334
659,433.2017,466.0732
660,318.2343,349.2130
661,266.9910,290.6292
662,174.7998,188.8168
663,218.3456,233.1619
664,777.5596,650.1824
665,410.7168,437.6548
666,377.6324,406.2156
667,576.4445,613.3987
668,95.8384,102.0366
669,728.3725,752.7249
670,204.5501,218.6162
671,448.7933,478.7140
672,680.0570,715.9528
673,669.4799,726.9220
674,502.2864,538.6643
675,345.4025,364.2786
676,466.3166,476.8623
677,957.1771,993.6713
678,775.5884,735.8721
679,521.7189,551.3144
680,488.8312,510.2474
681,801.5315,824.2808
682,683.9275,696.7344
683,793.2710,816.7354
684,781.5919,618.9383
685,685.2905,712.4931
686,804.6187,839.9902
687,687.2950,683.7988
688,1008.8631,1001.7889
689,276.6612,276.6425
690,956.0225,977.7373
691,649.8472,649.1112
692,1099.9276,906.8680
693,530.6798,524.4059
694,633.8903,636.9211
695,751.8576,736.4521
696,1015.7373,1005.3822
697,915.0764,872.7449
698,116.3716,115.7089
699,1162.7794,1152.2455
700,305.6387,303.4707
701,322.2304,333.3655
702,890.3262,792.2589
703,1554.4764,1546.7051
704,553.3177,519.6040
705,82.7971,87.0351
706,275.4652,290.3287
707,499.3603,508.4907
708,1467.2862,1164.3904
709,914.5241,930.4542
710,2678.8469,2656.6257
711,704.7092,634.1386
712,28.8747,29.0338
713,2652.9687,2590.2045
714,14.2147,14.5190
715,476.9009,431.4493
716,1414.3730,1379.7666
717,14.5039,14.5162
718,2159.9677,2027.3806
719,226.3197,217.4793
720,675.6963,612.6695
721,416.6907,364.2249
722,1553.3950,1426.5290
723,1508.7926,1356.1653
724,3069.7535,2879.6751
725,1794.5622,1572.0235
726,683.6428,653.3381
727,2619.1024,2346.6863
728,1980.8400,1721.7998
